130,134,-4
130,134,-4
131,134,-3
132,135,-3
134,134,0
132,134,-2
130,134,-4
131,134,-3
131,134,-3
132,135,-3
133,134,-1
131,134,-3
130,134,-4
132,134,-2
132,134,-2
132,135,-3
133,134,-1
130,134,-4
130,134,-4
132,134,-2
131,135,-4
134,134,0
132,134,-2
130,134,-4
131,134,-3
131,134,-3
132,135,-3
134,134,0
131,134,-3
129,134,-5
